time	V(a)	I(I1)
4.000199999999999e-005	2.066047e-002	2.390976e-012
4.000216557196909e-005	1.974941e-002	9.421210e-013
4.000233114393819e-005	1.887982e-002	-1.376386e-013
4.000249671590729e-005	1.805168e-002	-8.483024e-013
4.000266228787639e-005	1.726500e-002	-1.189870e-012
4.000282785984549e-005	1.651979e-002	-1.162343e-012
4.000299343181459e-005	1.581604e-002	-7.657193e-013
4.000315900378369e-005	1.515374e-002	0.000000e+000
4.000433640445284e-005	1.104147e-002	0.000000e+000
4.000575338061606e-005	7.327939e-003	0.000000e+000
4.000711099190900e-005	4.816321e-003	0.000000e+000
4.000843268865430e-005	3.124411e-003	0.000000e+000
4.000982642105139e-005	1.882048e-003	0.000000e+000
4.001113570593857e-005	1.060095e-003	0.000000e+000
4.001227054530477e-005	5.498091e-004	0.000000e+000
4.001324875192436e-005	2.216299e-004	0.000000e+000
4.001399818110006e-005	2.687737e-005	0.000000e+000
4.001481073319180e-005	-1.405356e-004	0.000000e+000
4.001562504924932e-005	-2.718612e-004	0.000000e+000
4.001693194584326e-005	-4.292206e-004	0.000000e+000
4.001833836741697e-005	-5.471924e-004	0.000000e+000
4.002022041960627e-005	-6.459645e-004	0.000000e+000
4.002220572936702e-005	-7.041198e-004	0.000000e+000
4.002478656718133e-005	-7.374993e-004	0.000000e+000
4.002764538192343e-005	-7.460288e-004	0.000000e+000
4.003144544433265e-005	-7.358006e-004	0.000000e+000
4.003601216712107e-005	-7.119781e-004	0.000000e+000
4.005170369964521e-005	-6.192691e-004	0.000000e+000
4.006786467284210e-005	-5.365774e-004	0.000000e+000
4.010018661923587e-005	-4.030180e-004	0.000000e+000
4.014094772018957e-005	-2.767318e-004	0.000000e+000
4.018140455342398e-005	-1.892667e-004	0.000000e+000
4.022465000797808e-005	-1.258681e-004	0.000000e+000
4.026468918855367e-005	-8.609874e-005	0.000000e+000
4.030652942257507e-005	-5.804808e-005	0.000000e+000
4.034673127868773e-005	-3.970627e-005	0.000000e+000
4.038850492264725e-005	-2.678831e-005	0.000000e+000
4.042901815814249e-005	-1.826940e-005	0.000000e+000
4.047059178770554e-005	-1.234557e-005	0.000000e+000
4.051122975422262e-005	-8.410779e-006	0.000000e+000
4.055266480521480e-005	-5.690643e-006	0.000000e+000
4.059341559899699e-005	-3.873172e-006	0.000000e+000
4.063476036385392e-005	-2.622578e-006	0.000000e+000
4.067558803480569e-005	-1.783792e-006	0.000000e+000
